132,9576,309
133,553,295
133,5309,387
134,8812,369
134,9656,12
135,2867,27
135,3013,299
136,5560,149
136,9383,497
137,3182,499
137,8018,13
138,4054,438
138,9249,328
139,6111,443
139,7118,67
140,2941,167
140,5496,55
141,2426,498
141,2870,129
142,727,398
142,3368,59
143,4849,231
143,7259,495
144,617,119
144,4911,495
145,1498,466
145,2414,498
146,1993,413
146,4780,339
147,1693,193
147,2254,279
148,903,430
148,9441,136
149,566,226
149,3633,79
150,7277,250
150,7620,229
151,3661,255
151,6223,155
152,5132,17
152,7899,393
153,2756,364
153,3169,436
154,3877,470
154,7263,34
155,3706,349
155,9484,206
156,1294,166
156,3670,444
157,3946,377
157,6300,293
158,2160,257
158,7253,243
159,854,36
159,3097,435
160,1629,40
160,4538,382
161,3999,321
161,7393,38
162,2758,413
162,4139,252
163,2344,8
163,6352,72
164,110,483
164,1120,498
165,2639,488
165,8019,364
166,193,290
166,4197,75
167,3724,99
167,7872,28
168,6495,498
168,7635,246
169,4292,450
169,7722,29
170,1725,164
170,8243,43
171,2424,76
171,2516,206
172,9967,182
172,9987,436
173,2090,407
173,7156,301
174,1410,491
174,2467,144
175,5850,467
175,8527,15
176,574,59
176,2237,329
177,744,456
177,3292,225
178,6495,134
178,7007,484
179,1095,296
179,1606,237
180,6617,103
180,8177,158
181,275,230
181,5577,251
182,5509,446
182,9777,117
183,3770,380
183,5517,42
184,1369,389
184,2112,130
185,578,442
186,5735,405
186,5966,65
187,6746,116
187,7713,487
188,2705,306
188,8749,394
189,9403,274
189,9726,335
190,3054,456
190,7073,279
191,454,131
191,2266,369
192,3753,125
192,5415,500
193,3170,22
193,9742,486
194,1003,404
194,2048,400
195,4060,37
195,5024,170
196,34,76
196,4184,192
197,6314,457
197,8495,147
198,1692,354
198,5193,43
199,7772,317
199,8076,81
200,2360,397
200,4717,125
201,916,294
201,8879,179
202,2925,372
202,4081,468
203,7605,201
203,8032,388
204,7462,243
204,9061,462
205,3032,225
205,6615,378
206,1910,158
206,2834,267
207,266,387
207,9342,418
208,1000,436
208,1024,236
209,635,269
209,1772,492
210,3844,278
210,8945,408
211,3144,184
211,7144,41
212,3695,354
212,7749,173
213,1664,303
213,1972,71
214,2404,311
214,6646,98
215,3850,481
215,9577,341
216,1400,367
216,8602,136
217,158,244
217,2992,208
218,958,373
218,8433,119
219,2859,94
219,7768,423
220,2256,78
220,6650,133
221,3336,248
221,8980,222
222,7651,281
222,8933,183
223,3778,331
223,9241,234
224,579,250
224,4295,43
225,4728,132
225,4847,401
226,187,319
226,5450,182
227,222,341
227,8478,15
228,14,15
228,6490,388
229,208,245
229,6255,12
230,5776,294
230,7798,174
231,1989,488
231,2050,477
232,1322,454
232,6980,353
233,2737,434
233,3477,460
234,1631,470
235,1309,179
235,5194,239
236,1065,165
236,8381,87
237,2351,278
237,9316,114
238,3207,81
238,6272,362
239,2121,154
239,4018,50
240,3964,364
240,7730,406
241,9668,414
241,9695,379
242,535,20
242,7225,125
243,4931,197
243,7623,204
244,1670,395
244,5908,255
245,3899,144
245,7218,437
246,1174,98
246,8616,52
247,1490,143
247,9656,226
248,2293,472
248,9355,59
249,6437,214
249,8812,113
250,8716,295
250,8978,177
251,7324,221
251,8415,64
252,5855,418
252,8101,107
253,8592,7
253,9046,284
254,4558,486
254,5783,400
255,3466,382
255,9766,449
256,1951,274
256,2681,452
257,3330,318
257,4311,479
258,8303,464
258,8949,450
259,2220,215
259,7877,59
260,4011,458
260,8977,295
261,3832,283
261,5993,64
262,1481,316
262,2587,72
263,6212,402
263,9973,36
264,2506,37
264,8482,74
265,881,270
265,4854,277
266,1047,26
266,2940,418
267,6816,46
267,7506,337
268,1962,436
268,8144,236
269,4887,359
269,5014,174
270,137,141
270,1997,459
271,1701,206
271,4038,106
272,4954,117
272,7400,451
273,2189,359
273,7490,467
274,1676,339
274,2980,204
275,1415,451
275,6330,238
276,4589,314
276,5115,420
277,3651,92
277,5853,426
278,162,363
278,1823,216
279,5462,36
279,5568,293
280,588,338
280,6878,302
281,6740,189
281,7827,210
282,7354,292
282,9741,32
283,1157,315
283,1820,415
284,3698,251
284,5963,304
285,64,296
285,3629,133
286,3036,105
286,5478,131
287,1740,423
287,6175,201
288,274,479
288,7320,1
289,1524,451
289,6483,280
290,5051,406
290,8241,231
291,2557,61
291,8601,208
292,3957,357
292,8138,334
293,6313,169
293,8650,339
294,6537,10
294,6835,78
295,712,111
295,3947,337
296,484,280
296,1629,57
297,3412,343
297,9860,20
298,6028,155
299,6006,243
299,7916,458
300,6130,195
300,8670,69
301,919,445
301,3647,87
302,5432,299
302,6773,12
303,16,325
303,3130,377
304,2128,326
304,4839,410
305,6382,404
305,7479,265
306,5470,17
306,6705,322
307,196,207
307,2789,89
308,5125,223
308,8426,314
309,9275,339
309,9841,392
310,3339,169
310,9495,409
311,8447,309
311,9058,241
312,2556,429
312,6804,94
313,1104,298
313,5202,393
314,4505,233
314,6489,402
315,8385,409
316,4865,389
316,5968,465
317,4437,375
317,6264,375
318,3997,288
318,9705,78
319,6077,455
319,7786,308
320,2296,103
320,7143,224
321,3926,458
321,8045,488
322,3083,240
322,4552,354
323,2560,402
323,7346,150
324,963,295
324,2863,425
325,1119,466
325,6237,464
326,84,56
326,2561,387
327,1073,26
327,3853,483
328,7052,96
328,9871,193
329,836,180
329,7274,323
330,1576,475
330,9386,190
331,2362,372
331,4736,32
332,5713,18
332,9925,74
333,3447,472
333,7067,46
334,2681,185
334,5336,140
335,4772,235
335,6439,77
336,4154,397
336,4434,79
337,830,301
337,2316,473
338,993,334
338,4028,314
339,4761,497
339,7851,359
340,8278,70
340,9416,497
341,3599,10
341,4925,403
342,6659,367
342,9287,37
343,4375,318
343,8982,492
344,3552,139
344,8337,489
345,501,106
345,4953,22
346,3926,71
346,5358,456
347,5252,266
347,8545,250
348,184,346
348,3560,28
349,1506,373
349,4661,87
350,3323,350
350,4257,373
351,1946,283
351,3550,46
352,2329,99
352,4991,367
353,1738,465
353,8523,209
354,5362,90
354,7086,25
355,5184,342
355,9478,162
356,1628,332
356,9780,115
357,4972,71
357,9809,469
358,2491,486
358,3918,9
359,5846,349
359,6787,122
360,2187,392
360,7547,449
361,4625,439
361,6856,142
362,505,255
362,6367,332
363,1827,117
363,3956,415
364,6864,455
364,9214,31
365,1781,111
365,4196,268
366,2834,354
366,9329,497
367,4038,79
367,6932,265
368,2309,496
368,5971,273
369,853,88
369,1266,332
370,3022,43
370,6384,101
371,4093,490
371,4363,447
372,768,193
372,5920,2
373,5439,65
373,5557,288
374,1734,489
374,8611,303
375,2853,266
375,5628,180
376,226,257
376,2713,480
377,3592,235
377,7488,85
378,238,29
378,4714,309
379,3613,481
379,8651,31
380,3023,317
380,8155,261
381,2453,407
381,7381,173
382,1110,110
382,5041,293
383,320,482
383,7148,171
384,2869,478
384,4372,140
385,6348,46
385,6919,371
386,2433,288
386,5293,258
387,7921,389
387,8919,133
388,4391,254
388,5809,227
389,1438,75
389,8865,292
390,3725,442
390,7144,291
391,2318,64
391,5501,466
392,9477,465
392,9640,147
393,563,442
393,5596,410
394,1403,17
394,9712,160
395,1989,449
395,8953,408
396,1115,175
396,4575,320
397,3825,58
397,8573,475
398,621,287
398,9121,497
399,3878,173
399,7457,238
400,4620,456
400,9166,291
401,2798,70
401,7102,223
402,2345,407
402,4834,218
403,5153,23
403,9797,484
404,732,434
404,2474,202
405,259,186
405,3154,379
406,4890,105
406,6586,218
407,3545,331
407,4065,445
408,5176,299
408,6027,463
409,5998,95
409,7546,432
410,2312,484
410,3627,434
411,5639,309
411,9334,458
412,20,476
412,3453,242
413,3055,207
413,4056,158
414,3162,90
414,9224,56
415,3219,488
415,6734,365
416,7901,184
416,8548,226
417,1730,408
417,9200,489
418,975,49
418,7833,377
419,5680,393
419,8883,481
420,2968,223
420,3510,228
421,8246,357
421,8808,310
422,224,205
422,8471,78
423,3491,437
423,9949,422
424,5420,246
424,6981,393
425,4376,116
425,4748,331
426,3791,61
426,8890,288
427,1761,449
427,2616,92
428,914,216
428,7701,76
429,5277,118
429,5623,396
430,318,410
430,4841,28
431,7862,441
432,1806,332
432,7347,143
433,337,49
433,8726,205
434,1319,331
434,8126,80
435,1794,95
435,8164,499
436,4782,420
436,6416,339
437,3763,404
438,120,229
438,8680,13
439,5622,170
439,7586,290
440,5789,411
440,7368,223
441,5475,340
441,8574,466
442,2503,426
442,4904,376
443,7029,472
443,9716,306
444,5003,65
444,5207,137
445,5904,235
445,7648,393
446,229,333
446,2313,403
447,6874,186
448,5108,4
448,9753,83
449,880,97
449,8893,107
450,798,446
450,1695,133
451,5914,249
451,9142,296
452,4372,142
452,8092,317
453,348,21
453,4703,83
454,4453,477
454,6297,436
455,6759,496
455,9111,71
456,6117,337
456,6402,451
457,1514,3
457,1710,273
458,129,96
458,9384,352
459,113,17
459,8938,182
460,3459,40
460,7096,207
461,2670,234
461,4990,111
462,7808,27
462,9364,42
463,8999,142
463,9938,35
464,2712,124
464,3591,322
465,5162,85
465,5407,389
466,1666,154
466,2717,448
467,3168,120
467,8628,64
468,1440,330
468,9149,389
469,1877,56
469,8874,292
470,1347,448
470,6043,232
471,4753,60
471,6436,226
472,642,138
472,3981,162
473,5994,278
473,6122,497
474,1021,83
474,2304,42
475,988,169
475,6688,463
476,3184,84
476,3749,234
477,3905,95
477,8629,355
478,7716,273
478,8919,258
479,5111,87
479,6612,265
480,1911,20
480,4216,49
481,2986,97
481,9281,384
482,1090,478
482,3018,34
483,2902,176
483,3518,313
484,1388,435
484,8102,131
485,2786,226
485,6728,462
486,2481,354
486,9722,33
487,9005,218
487,9283,214
488,8561,335
488,8572,385
489,498,6
489,3345,236
490,91,284
490,6547,218
491,4454,67
491,5729,11
492,794,466
492,1310,340
493,2497,412
493,4530,392
494,1795,45
494,8654,135
495,2322,371
495,7695,302
496,917,159
496,3706,31
497,3683,467
497,9800,456
498,129,5
498,5726,213
499,3455,480
499,6056,395
500,2289,308
500,4838,143
501,2880,453
501,7661,371
502,2006,454
502,9094,40
503,1565,96
503,5493,68
504,2777,254
